epoch	loss	v_loss	|	v_mae	v_sa	v_pr25	v_n/a	|	t_mae	t_sa	t_pr25	t_n/a
71	2.0214	2.8416	|	1.2705	35.8342	36.8852	0.0000	|	2.0613	-3.5577	25.6000	0.0000	|  Best result at epoch 42
72	1.7268	2.8420	|	1.2392	37.4132	35.2459	0.0000	|	2.0225	-1.6061	26.4000	0.0000	|  Best result at epoch 72
73	1.8887	4.3222	|	1.5469	21.8722	18.8525	0.0000	|	2.5492	-28.0682	16.8000	0.0000	|  Best result at epoch 72
74	2.5788	2.8262	|	1.2718	35.7692	35.2459	0.0000	|	2.0401	-2.4901	26.4000	0.0000	|  Best result at epoch 72
75	1.6342	3.1882	|	1.3576	31.4375	34.4262	0.0000	|	2.1781	-9.4268	22.4000	0.0000	|  Best result at epoch 72
76	1.8652	3.0293	|	1.3290	32.8775	31.9672	0.0000	|	2.1337	-7.1921	24.0000	0.0000	|  Best result at epoch 72
77	1.6642	2.8841	|	1.2794	35.3858	36.8852	0.0000	|	2.0708	-4.0336	24.8000	0.0000	|  Best result at epoch 72
78	1.3361	3.1250	|	1.2932	34.6866	36.0656	0.0000	|	2.1568	-8.3562	22.4000	0.0000	|  Best result at epoch 72
79	1.8714	3.2113	|	1.4719	25.6600	31.9672	0.0000	|	1.9630	1.3834	32.8000	0.0000	|  Best result at epoch 72
80	2.0609	3.0519	|	1.3285	32.9048	34.4262	0.0000	|	2.0959	-5.2953	24.0000	0.0000	|  Best result at epoch 72
81	1.4210	2.9984	|	1.2886	34.9199	34.4262	0.0000	|	2.0462	-2.7965	25.6000	0.0000	|  Best result at epoch 72
82	1.7347	3.1664	|	1.3237	33.1489	35.2459	0.0000	|	2.2930	-15.1979	26.4000	0.0000	|  Best result at epoch 72
83	2.1419	2.8926	|	1.3216	33.2532	33.6066	0.0000	|	1.9906	-0.0065	30.4000	0.0000	|  Best result at epoch 72
84	1.5414	3.1682	|	1.3125	33.7128	38.5246	0.0000	|	2.1497	-7.9970	21.6000	0.0000	|  Best result at epoch 72
85	1.6352	3.8154	|	1.4232	28.1207	26.2295	0.0000	|	2.2746	-14.2725	19.2000	0.0000	|  Best result at epoch 72
86	1.7293	3.2817	|	1.2991	34.3898	36.0656	0.0000	|	2.1537	-8.1994	21.6000	0.0000	|  Best result at epoch 72
87	1.5619	3.5722	|	1.3669	30.9630	31.1475	0.0000	|	2.2782	-14.4556	17.6000	0.0000	|  Best result at epoch 72
88	1.2563	3.5764	|	1.3527	31.6808	33.6066	0.0000	|	2.2780	-14.4426	17.6000	0.0000	|  Best result at epoch 72
89	1.9823	2.8847	|	1.2648	36.1209	36.0656	0.0000	|	2.0970	-5.3525	20.0000	0.0000	|  Best result at epoch 72
