epoch	loss	v_loss	|	v_mae	v_sa	v_pr25	v_n/a	|	t_mae	t_sa	t_pr25	t_n/a
61	2.4884	6.6559	|	1.9984	9.0500	31.2865	0.0000	|	2.1222	4.0038	24.9275	0.0000	|  Best result at epoch 60
62	2.2780	6.6590	|	1.9945	9.2252	35.0877	0.0000	|	2.4045	-8.7663	26.6667	0.0000	|  Best result at epoch 60
63	2.3086	7.2090	|	2.0588	6.2990	29.2398	0.0000	|	2.0567	6.9680	20.2899	0.0000	|  Best result at epoch 60
64	2.4007	6.5474	|	1.9937	9.2646	33.0409	0.0000	|	2.2905	-3.6092	26.0870	0.0000	|  Best result at epoch 60
65	2.4878	7.1701	|	2.0671	5.9207	28.9474	0.0000	|	2.0681	6.4521	23.4783	0.0000	|  Best result at epoch 60
66	2.3824	6.8270	|	2.0352	7.3728	31.8713	0.0000	|	2.2756	-2.9325	25.5072	0.0000	|  Best result at epoch 60
67	2.3030	7.9096	|	2.1541	1.9604	26.9006	0.0000	|	2.0804	5.8966	23.4783	0.0000	|  Best result at epoch 60
68	2.3207	7.8099	|	2.1501	2.1454	27.7778	0.0000	|	2.1392	3.2359	20.8696	0.0000	|  Best result at epoch 60
69	2.5974	6.9198	|	2.0530	6.5644	33.0409	0.0000	|	2.2759	-2.9458	24.6377	0.0000	|  Best result at epoch 60
70	2.1877	6.6966	|	1.9992	9.0132	35.0877	0.0000	|	2.0884	5.5340	26.9565	0.0000	|  Best result at epoch 60
71	2.3868	7.2733	|	2.0859	5.0660	28.3626	0.0000	|	2.0756	6.1116	22.8986	0.0000	|  Best result at epoch 60
72	1.9796	7.1560	|	2.0692	5.8275	32.7485	0.0000	|	2.1843	1.1950	24.9275	0.0000	|  Best result at epoch 60
73	2.3324	7.6708	|	2.1419	2.5172	28.0702	0.0000	|	2.0493	7.3002	23.4783	0.0000	|  Best result at epoch 60
74	2.3245	7.1195	|	2.0885	4.9464	28.9474	0.0000	|	2.1464	2.9104	25.7971	0.0000	|  Best result at epoch 60
75	2.2314	8.5062	|	2.2556	-2.6591	23.9766	0.0000	|	2.1226	3.9847	22.8986	0.0000	|  Best result at epoch 60
76	2.2813	7.5066	|	2.0865	5.0394	35.6725	0.0000	|	2.7142	-22.7751	22.0290	0.0000	|  Best result at epoch 60
77	2.3948	8.1548	|	2.2005	-0.1482	27.1930	0.0000	|	2.2253	-0.6607	24.9275	0.0000	|  Best result at epoch 60
78	2.1762	8.9785	|	2.3187	-5.5271	22.2222	0.0000	|	2.1350	3.4237	20.5797	0.0000	|  Best result at epoch 60
79	2.3157	8.4328	|	2.2371	-1.8145	24.2690	0.0000	|	2.1381	3.2844	22.3188	0.0000	|  Best result at epoch 60
80	2.0904	6.7069	|	1.9743	10.1458	36.8421	0.0000	|	2.3546	-6.5078	23.1884	0.0000	|  Best result at epoch 60
81	2.0933	7.7756	|	2.1438	2.4313	27.1930	0.0000	|	2.0445	7.5184	20.5797	0.0000	|  Best result at epoch 60
82	2.1014	8.1181	|	2.1885	0.3977	29.8246	0.0000	|	2.1000	5.0074	22.6087	0.0000	|  Best result at epoch 60
83	1.9442	7.2193	|	2.0820	5.2452	31.5789	0.0000	|	2.2200	-0.4185	21.7391	0.0000	|  Best result at epoch 60
84	2.2249	8.0580	|	2.1829	0.6515	28.0702	0.0000	|	2.0846	5.7049	22.0290	0.0000	|  Best result at epoch 60
85	2.2014	7.3049	|	2.0476	6.8079	33.0409	0.0000	|	2.3991	-8.5198	23.1884	0.0000	|  Best result at epoch 60
86	2.2319	7.7116	|	2.1467	2.2999	26.6082	0.0000	|	2.1318	3.5723	22.8986	0.0000	|  Best result at epoch 60
87	2.0867	6.5848	|	1.9911	9.3824	33.0409	0.0000	|	2.3291	-5.3548	22.3188	0.0000	|  Best result at epoch 60
88	1.9783	6.9292	|	2.0387	7.2132	33.6257	0.0000	|	2.1385	3.2682	22.8986	0.0000	|  Best result at epoch 60
89	2.1505	6.9153	|	2.0415	7.0875	31.8713	0.0000	|	2.1535	2.5895	22.8986	0.0000	|  Best result at epoch 60
90	2.0375	7.3632	|	2.0713	5.7291	32.7485	0.0000	|	2.1307	3.6214	22.6087	0.0000	|  Best result at epoch 60
91	1.9810	8.2737	|	2.2235	-1.1973	25.7310	0.0000	|	2.1290	3.6952	20.0000	0.0000	|  Best result at epoch 60
92	2.0975	6.9099	|	2.0270	7.7462	31.5789	0.0000	|	2.2216	-0.4909	20.0000	0.0000	|  Best result at epoch 60
93	2.0509	8.2924	|	2.2230	-1.1718	24.8538	0.0000	|	2.0964	5.1698	20.0000	0.0000	|  Best result at epoch 60
94	1.9653	7.2982	|	2.0854	5.0896	30.1170	0.0000	|	2.1722	1.7436	20.2899	0.0000	|  Best result at epoch 60
95	1.9605	7.0891	|	2.0362	7.3292	35.6725	0.0000	|	2.6222	-18.6114	25.5072	0.0000	|  Best result at epoch 60
96	2.0554	7.2964	|	2.0801	5.3316	31.5789	0.0000	|	2.1751	1.6111	20.8696	0.0000	|  Best result at epoch 60
97	1.7719	7.7628	|	2.1417	2.5288	29.5322	0.0000	|	2.1675	1.9540	22.0290	0.0000	|  Best result at epoch 60
98	2.0614	6.6990	|	2.0135	8.3601	33.3333	0.0000	|	2.2408	-1.3597	21.1594	0.0000	|  Best result at epoch 60
99	1.9343	7.2939	|	2.0483	6.7770	34.5029	0.0000	|	2.3241	-5.1272	22.6087	0.0000	|  Best result at epoch 60
100	1.8959	6.8254	|	2.0164	8.2296	36.2573	0.0000	|	2.3043	-4.2348	22.0290	0.0000	|  Best result at epoch 60
101	2.0567	7.2369	|	2.0611	6.1961	33.6257	0.0000	|	2.1788	1.4447	20.5797	0.0000	|  Best result at epoch 60
102	1.8357	7.9751	|	2.1843	0.5880	27.7778	0.0000	|	2.0718	6.2838	22.0290	0.0000	|  Best result at epoch 60
103	1.8933	7.8264	|	2.1584	1.7665	27.1930	0.0000	|	2.1425	3.0877	21.4493	0.0000	|  Best result at epoch 60
104	2.0350	8.0650	|	2.1999	-0.1201	26.3158	0.0000	|	2.0617	6.7392	22.6087	0.0000	|  Best result at epoch 60
105	1.9588	6.9343	|	2.0246	7.8540	33.3333	0.0000	|	2.3686	-7.1423	22.8986	0.0000	|  Best result at epoch 60
106	1.9340	8.3340	|	2.2508	-2.4377	24.8538	0.0000	|	2.0529	7.1378	19.1304	0.0000	|  Best result at epoch 60
107	1.9573	7.7813	|	2.1445	2.3979	31.8713	0.0000	|	2.1965	0.6418	22.3188	0.0000	|  Best result at epoch 60
108	1.7360	7.0420	|	2.0499	6.7065	34.7953	0.0000	|	2.1597	2.3061	23.7681	0.0000	|  Best result at epoch 60
